Date,World
16-Sep-2020, (0.03)
17-Sep-2020, (0.07)
18-Sep-2020, (0.03)
21-Sep-2020, (0.12)
22-Sep-2020, (0.11)
23-Sep-2020, (0.11)
24-Sep-2020, (0.16)
25-Sep-2020, (0.18)
28-Sep-2020, (0.12)
29-Sep-2020, (0.12)
30-Sep-2020, (0.05)
01-Oct-2020, (0.03)
02-Oct-2020, (0.01)
05-Oct-2020, 0.03 
06-Oct-2020, 0.05 
07-Oct-2020, 0.12 
08-Oct-2020, 0.13 
09-Oct-2020, 0.15 
12-Oct-2020, 0.15 
13-Oct-2020, 0.14 
14-Oct-2020, 0.12 
15-Oct-2020, 0.02 
16-Oct-2020, 0.02 
19-Oct-2020, 0.01 
20-Oct-2020, 0.02 
21-Oct-2020, 0.05 
22-Oct-2020, 0.09 
23-Oct-2020, 0.09 
26-Oct-2020, 0.05 
27-Oct-2020, 0.02 
28-Oct-2020, (0.06)
29-Oct-2020, (0.04)
30-Oct-2020, (0.06)
02-Nov-2020, (0.09)
03-Nov-2020, (0.05)
04-Nov-2020, (0.02)
05-Nov-2020, 0.12 
06-Nov-2020, 0.21 
09-Nov-2020, 0.49 
10-Nov-2020, 0.49 
11-Nov-2020, 0.46 
12-Nov-2020, 0.36 
13-Nov-2020, 0.38 
16-Nov-2020, 0.42 
17-Nov-2020, 0.41 
18-Nov-2020, 0.43 
19-Nov-2020, 0.40 
20-Nov-2020, 0.41 
23-Nov-2020, 0.48 
24-Nov-2020, 0.56 
25-Nov-2020, 0.53 
26-Nov-2020, 0.55 
27-Nov-2020, 0.54 
30-Nov-2020, 0.50 
01-Dec-2020, 0.58 
02-Dec-2020, 0.59 
03-Dec-2020, 0.59 
04-Dec-2020, 0.64 
07-Dec-2020, 0.59 
08-Dec-2020, 0.53 
09-Dec-2020, 0.56 
10-Dec-2020, 0.55 
11-Dec-2020, 0.45 
14-Dec-2020, 0.48 
15-Dec-2020, 0.52 
16-Dec-2020, 0.54 
17-Dec-2020, 0.54 
18-Dec-2020, 0.53 
21-Dec-2020, 0.48 
22-Dec-2020, 0.48 
23-Dec-2020, 0.57 
24-Dec-2020, 0.55 
25-Dec-2020, 0.54 
28-Dec-2020, 0.55 
29-Dec-2020, 0.55 
30-Dec-2020, 0.60 
31-Dec-2020, 0.59 
01-Jan-2021, 0.60 
04-Jan-2021, 0.56 
05-Jan-2021, 0.62 
06-Jan-2021, 0.74 
07-Jan-2021, 0.79 
08-Jan-2021, 0.91 
11-Jan-2021, 0.96 
12-Jan-2021, 1.00 
13-Jan-2021, 0.93 
14-Jan-2021, 0.97 
15-Jan-2021, 0.92 
18-Jan-2021, 0.92 
19-Jan-2021, 0.92 
20-Jan-2021, 0.91 
21-Jan-2021, 0.96 
22-Jan-2021, 0.89 
25-Jan-2021, 0.85 
26-Jan-2021, 0.88 
27-Jan-2021, 0.82 
28-Jan-2021, 0.82 
29-Jan-2021, 0.87 
01-Feb-2021, 0.88 
02-Feb-2021, 0.98 
03-Feb-2021, 1.07 
04-Feb-2021, 1.14 
05-Feb-2021, 1.20 
08-Feb-2021, 1.19 
09-Feb-2021, 1.18 
10-Feb-2021, 1.18 
11-Feb-2021, 1.21 
12-Feb-2021, 1.29 
15-Feb-2021, 1.34 
16-Feb-2021, 1.41 
17-Feb-2021, 1.38 
18-Feb-2021, 1.35 
19-Feb-2021, 1.45 
22-Feb-2021, 1.40 
23-Feb-2021, 1.44 
24-Feb-2021, 1.47 
25-Feb-2021, 1.48 
26-Feb-2021, 1.38 
01-Mar-2021, 1.38 
02-Mar-2021, 1.34 
03-Mar-2021, 1.42 
04-Mar-2021, 1.38 
05-Mar-2021, 1.37 
08-Mar-2021, 1.40 
09-Mar-2021, 1.35 
10-Mar-2021, 1.33 
11-Mar-2021, 1.39 
12-Mar-2021, 1.47 
15-Mar-2021, 1.38 
16-Mar-2021, 1.35 
17-Mar-2021, 1.38 
18-Mar-2021, 1.40 
19-Mar-2021, 1.37 
22-Mar-2021, 1.29 
23-Mar-2021, 1.24 
24-Mar-2021, 1.18 
25-Mar-2021, 1.14 
26-Mar-2021, 1.18 
29-Mar-2021, 1.16 
30-Mar-2021, 1.20 
31-Mar-2021, 1.21 
01-Apr-2021, 1.27 
02-Apr-2021, 1.29 
05-Apr-2021, 1.30 
06-Apr-2021, 1.26 
07-Apr-2021, 1.25 
08-Apr-2021, 1.23 
09-Apr-2021, 1.25 
12-Apr-2021, 1.18 
13-Apr-2021, 1.14 
14-Apr-2021, 1.17 
15-Apr-2021, 1.04 
16-Apr-2021, 1.11 
19-Apr-2021, 1.14 
20-Apr-2021, 1.06 
21-Apr-2021, 1.04 
22-Apr-2021, 1.05 
23-Apr-2021, 1.03 
26-Apr-2021, 1.05 
27-Apr-2021, 1.03 
28-Apr-2021, 1.07 
29-Apr-2021, 1.10 
30-Apr-2021, 1.01 
03-May-2021, 0.99 
04-May-2021, 0.94 
05-May-2021, 0.94 
06-May-2021, 0.87 
07-May-2021, 0.89 
10-May-2021, 0.87 
11-May-2021, 0.90 
12-May-2021, 0.81 
13-May-2021, 0.79 
14-May-2021, 0.83 
17-May-2021, 0.84 
18-May-2021, 0.83 
19-May-2021, 0.71 
20-May-2021, 0.76 
21-May-2021, 0.72 
24-May-2021, 0.68 
25-May-2021, 0.70 
26-May-2021, 0.73 
27-May-2021, 0.84 
28-May-2021, 0.82 
31-May-2021, 0.82 
01-Jun-2021, 0.85 
02-Jun-2021, 0.86 
03-Jun-2021, 0.88 
04-Jun-2021, 0.84 
07-Jun-2021, 0.84 
08-Jun-2021, 0.83 
09-Jun-2021, 0.72 
10-Jun-2021, 0.70 
11-Jun-2021, 0.70 
14-Jun-2021, 0.71 
15-Jun-2021, 0.69 
16-Jun-2021, 0.77 
17-Jun-2021, 0.78 
18-Jun-2021, 0.68 
21-Jun-2021, 0.69 
22-Jun-2021, 0.71 
23-Jun-2021, 0.76 
24-Jun-2021, 0.77 
25-Jun-2021, 0.82 
28-Jun-2021, 0.79 
29-Jun-2021, 0.79 
30-Jun-2021, 0.75 
01-Jul-2021, 0.77 
02-Jul-2021, 0.67 
05-Jul-2021, 0.64 
06-Jul-2021, 0.51 
07-Jul-2021, 0.46 
08-Jul-2021, 0.25 
09-Jul-2021, 0.34 
12-Jul-2021, 0.39 
13-Jul-2021, 0.48 
14-Jul-2021, 0.42 
15-Jul-2021, 0.35 
16-Jul-2021, 0.24 
19-Jul-2021, (0.05)
20-Jul-2021, (0.01)
21-Jul-2021, 0.15 
22-Jul-2021, 0.24 
23-Jul-2021, 0.32 
26-Jul-2021, 0.32 
27-Jul-2021, 0.17 
28-Jul-2021, 0.21 
29-Jul-2021, 0.20 
30-Jul-2021, 0.12 
02-Aug-2021, 0.10 
03-Aug-2021, 0.13 
04-Aug-2021, 0.16 
05-Aug-2021, 0.24 
06-Aug-2021, 0.32 
09-Aug-2021, 0.32 
10-Aug-2021, 0.37 
11-Aug-2021, 0.32 
12-Aug-2021, 0.35 
13-Aug-2021, 0.26 
16-Aug-2021, 0.19 
17-Aug-2021, 0.12 
18-Aug-2021, 0.12 
19-Aug-2021, (0.11)
20-Aug-2021, (0.09)
23-Aug-2021, (0.02)
24-Aug-2021, 0.09 
25-Aug-2021, 0.17 
26-Aug-2021, 0.18 
27-Aug-2021, 0.23 
30-Aug-2021, 0.22 
31-Aug-2021, 0.24 
01-Sep-2021, 0.26 
02-Sep-2021, 0.26 
03-Sep-2021, 0.24 
06-Sep-2021, 0.27 
07-Sep-2021, 0.31 
08-Sep-2021, 0.23 
09-Sep-2021, 0.24 
10-Sep-2021, 0.28 
13-Sep-2021, 0.30 
14-Sep-2021, 0.25 
15-Sep-2021, 0.27 
16-Sep-2021, 0.30 
17-Sep-2021, 0.28 
20-Sep-2021, 0.04 
21-Sep-2021, 0.08 
22-Sep-2021, 0.18 
23-Sep-2021, 0.39 
24-Sep-2021, 0.42 
27-Sep-2021, 0.47 
28-Sep-2021, 0.39 
29-Sep-2021, 0.35 
30-Sep-2021, 0.33 
01-Oct-2021, 0.30 
04-Oct-2021, 0.26 
05-Oct-2021, 0.39 
06-Oct-2021, 0.29 
07-Oct-2021, 0.42 
08-Oct-2021, 0.48 
11-Oct-2021, 0.49 
12-Oct-2021, 0.49 
13-Oct-2021, 0.44 
14-Oct-2021, 0.42 
15-Oct-2021, 0.52 
18-Oct-2021, 0.53 
19-Oct-2021, 0.64 
20-Oct-2021, 0.66 
21-Oct-2021, 0.66 
22-Oct-2021, 0.64 
25-Oct-2021, 0.67 
26-Oct-2021, 0.62 
27-Oct-2021, 0.45 
28-Oct-2021, 0.44 
29-Oct-2021, 0.17 
01-Nov-2021, 0.24 
02-Nov-2021, 0.25 
03-Nov-2021, 0.39 
04-Nov-2021, 0.29 
05-Nov-2021, 0.24 
08-Nov-2021, 0.34 
09-Nov-2021, 0.17 
10-Nov-2021, 0.15 
11-Nov-2021, 0.20 
12-Nov-2021, 0.14 
15-Nov-2021, 0.11 
16-Nov-2021, 0.12 
17-Nov-2021, (0.01)
18-Nov-2021, (0.09)
19-Nov-2021, (0.27)
22-Nov-2021, (0.13)
23-Nov-2021, (0.17)
24-Nov-2021, (0.21)
25-Nov-2021, (0.28)
26-Nov-2021, (1.09)
29-Nov-2021, (0.88)
30-Nov-2021, (1.02)
01-Dec-2021, (1.03)
02-Dec-2021, (0.89)
03-Dec-2021, (1.20)
06-Dec-2021, (1.01)
07-Dec-2021, (0.67)
08-Dec-2021, (0.58)
09-Dec-2021, (0.64)
10-Dec-2021, (0.55)
13-Dec-2021, (0.73)
14-Dec-2021, (0.72)
15-Dec-2021, (0.70)
16-Dec-2021, (0.79)
17-Dec-2021, (0.81)
20-Dec-2021, (0.96)
21-Dec-2021, (0.66)
22-Dec-2021, (0.62)
23-Dec-2021, (0.49)
24-Dec-2021, (0.47)
27-Dec-2021, (0.41)
28-Dec-2021, (0.38)
29-Dec-2021, (0.28)
30-Dec-2021, (0.29)
31-Dec-2021, (0.34)
03-Jan-2022, (0.02)
04-Jan-2022, 0.04 
05-Jan-2022, (0.01)
06-Jan-2022, 0.00 
07-Jan-2022, 0.06 
10-Jan-2022, 0.01 
11-Jan-2022, 0.03 
12-Jan-2022, 0.08 
13-Jan-2022, (0.01)
14-Jan-2022, 0.00 
17-Jan-2022, 0.00 
18-Jan-2022, (0.09)
19-Jan-2022, (0.24)
20-Jan-2022, (0.25)
21-Jan-2022, (0.72)
24-Jan-2022, (1.02)
25-Jan-2022, (0.92)
26-Jan-2022, (0.76)
27-Jan-2022, (0.82)
28-Jan-2022, (0.86)
31-Jan-2022, (0.62)
01-Feb-2022, (0.44)
02-Feb-2022, (0.41)
03-Feb-2022, (0.44)
04-Feb-2022, (0.39)
07-Feb-2022, (0.50)
08-Feb-2022, (0.33)
09-Feb-2022, (0.24)
10-Feb-2022, (0.16)
11-Feb-2022, (0.46)
14-Feb-2022, (0.67)
15-Feb-2022, (0.37)
16-Feb-2022, (0.35)
17-Feb-2022, (0.70)
18-Feb-2022, (0.86)
21-Feb-2022, (0.97)
22-Feb-2022, (0.92)
23-Feb-2022, (1.01)
24-Feb-2022, (1.27)
25-Feb-2022, (0.87)
28-Feb-2022, (1.24)
01-Mar-2022, (1.61)
02-Mar-2022, (1.19)
03-Mar-2022, (1.24)
04-Mar-2022, (1.82)
07-Mar-2022, (1.93)
08-Mar-2022, (1.61)
09-Mar-2022, (1.18)
10-Mar-2022, (1.03)
11-Mar-2022, (0.97)
14-Mar-2022, (0.86)
15-Mar-2022, (0.88)
16-Mar-2022, (0.44)
17-Mar-2022, (0.31)
18-Mar-2022, (0.24)
21-Mar-2022, 0.01 
22-Mar-2022, 0.23 
23-Mar-2022, 0.10 
24-Mar-2022, 0.14 
25-Mar-2022, 0.24 
28-Mar-2022, 0.22 
29-Mar-2022, 0.32 
30-Mar-2022, 0.21 
31-Mar-2022, 0.06 
01-Apr-2022, 0.05 
04-Apr-2022, 0.11 
05-Apr-2022, 0.10 
06-Apr-2022, (0.11)
07-Apr-2022, (0.13)
08-Apr-2022, (0.11)
11-Apr-2022, (0.12)
12-Apr-2022, (0.17)
13-Apr-2022, (0.12)
14-Apr-2022, (0.00)
15-Apr-2022, (0.02)
18-Apr-2022, 0.02 
19-Apr-2022, 0.14 
20-Apr-2022, 0.08 
21-Apr-2022, 0.08 
22-Apr-2022, (0.20)
25-Apr-2022, (0.38)
26-Apr-2022, (0.61)
27-Apr-2022, (0.62)
28-Apr-2022, (0.55)
29-Apr-2022, (0.54)
02-May-2022, (0.50)
03-May-2022, (0.42)
04-May-2022, (0.38)
05-May-2022, (0.41)
06-May-2022, (0.47)
09-May-2022, (0.78)
10-May-2022, (0.81)
11-May-2022, (0.82)
12-May-2022, (0.94)
13-May-2022, (0.69)
16-May-2022, (0.64)
17-May-2022, (0.37)
18-May-2022, (0.55)
19-May-2022, (0.63)
20-May-2022, (0.67)
23-May-2022, (0.53)
24-May-2022, (0.77)
25-May-2022, (0.65)
26-May-2022, (0.46)
27-May-2022, (0.32)
30-May-2022, (0.27)
31-May-2022, (0.19)
01-Jun-2022, (0.13)
02-Jun-2022, (0.11)
03-Jun-2022, (0.14)
06-Jun-2022, (0.05)
07-Jun-2022, (0.12)
08-Jun-2022, (0.07)
09-Jun-2022, (0.17)
10-Jun-2022, (0.34)
13-Jun-2022, (0.63)
14-Jun-2022, (0.64)
15-Jun-2022, (0.56)
16-Jun-2022, (0.80)
17-Jun-2022, (0.76)
20-Jun-2022, (0.68)
21-Jun-2022, (0.51)
22-Jun-2022, (0.67)
23-Jun-2022, (0.80)
24-Jun-2022, (0.67)
27-Jun-2022, (0.58)
28-Jun-2022, (0.62)
29-Jun-2022, (0.81)
30-Jun-2022, (0.97)
01-Jul-2022, (1.01)
04-Jul-2022, (0.98)
05-Jul-2022, (1.08)
06-Jul-2022, (1.02)
07-Jul-2022, (0.79)
08-Jul-2022, (0.66)
11-Jul-2022, (0.77)
12-Jul-2022, (0.80)
13-Jul-2022, (0.81)
14-Jul-2022, (0.83)
15-Jul-2022, (0.80)
18-Jul-2022, (0.66)
19-Jul-2022, (0.53)
20-Jul-2022, (0.41)
21-Jul-2022, (0.45)
22-Jul-2022, (0.56)
25-Jul-2022, (0.56)
26-Jul-2022, (0.66)
27-Jul-2022, (0.63)
28-Jul-2022, (0.62)
29-Jul-2022, (0.51)
01-Aug-2022, (0.50)
02-Aug-2022, (0.47)
03-Aug-2022, (0.34)
04-Aug-2022, (0.35)
05-Aug-2022, (0.21)
08-Aug-2022, (0.20)
09-Aug-2022, (0.21)
10-Aug-2022, (0.17)
11-Aug-2022, (0.07)
12-Aug-2022, (0.09)
15-Aug-2022, (0.15)
16-Aug-2022, (0.10)
17-Aug-2022, (0.12)
18-Aug-2022, (0.15)
19-Aug-2022, (0.19)
22-Aug-2022, (0.29)
23-Aug-2022, (0.27)
24-Aug-2022, (0.24)
25-Aug-2022, (0.24)
26-Aug-2022, (0.30)
29-Aug-2022, (0.30)
30-Aug-2022, (0.31)
31-Aug-2022, (0.33)
01-Sep-2022, (0.37)
02-Sep-2022, (0.34)
05-Sep-2022, (0.36)
06-Sep-2022, (0.32)
07-Sep-2022, (0.31)
08-Sep-2022, (0.19)
09-Sep-2022, (0.13)
12-Sep-2022, (0.09)
13-Sep-2022, (0.11)
14-Sep-2022, (0.14)
15-Sep-2022, (0.13)
16-Sep-2022, (0.20)
19-Sep-2022, (0.14)
20-Sep-2022, (0.11)
21-Sep-2022, (0.15)
22-Sep-2022, (0.12)
23-Sep-2022, (0.30)
26-Sep-2022, (0.42)
27-Sep-2022, (0.37)
28-Sep-2022, (0.50)
29-Sep-2022, (0.52)
30-Sep-2022, (0.45)
03-Oct-2022, (0.47)
04-Oct-2022, (0.35)
05-Oct-2022, (0.30)
06-Oct-2022, (0.25)
07-Oct-2022, (0.27)
10-Oct-2022, (0.21)
11-Oct-2022, (0.36)
12-Oct-2022, (0.40)
13-Oct-2022, (0.34)
14-Oct-2022, (0.30)
17-Oct-2022, (0.27)
18-Oct-2022, (0.19)
19-Oct-2022, (0.09)
20-Oct-2022, (0.06)
21-Oct-2022, (0.04)
24-Oct-2022, (0.07)
25-Oct-2022, (0.07)
26-Oct-2022, (0.04)
27-Oct-2022, (0.01)
28-Oct-2022, 0.06 
31-Oct-2022, 0.06 
01-Nov-2022, 0.13 
02-Nov-2022, 0.07 
03-Nov-2022, 0.09 
04-Nov-2022, 0.15 
07-Nov-2022, 0.21 
08-Nov-2022, 0.10 
09-Nov-2022, 0.04 
10-Nov-2022, 0.08 
11-Nov-2022, 0.20 
14-Nov-2022, 0.22 
15-Nov-2022, 0.29 
16-Nov-2022, 0.15 
17-Nov-2022, 0.13 
18-Nov-2022, 0.17 
21-Nov-2022, 0.13 
22-Nov-2022, 0.08 
23-Nov-2022, 0.14 
24-Nov-2022, 0.14 
25-Nov-2022, 0.08 
28-Nov-2022, 0.02 
29-Nov-2022, 0.11 
30-Nov-2022, 0.10 
01-Dec-2022, 0.08 
02-Dec-2022, 0.13 
05-Dec-2022, 0.13 
06-Dec-2022, 0.01 
07-Dec-2022, (0.07)
08-Dec-2022, (0.05)
09-Dec-2022, (0.06)
12-Dec-2022, (0.12)
13-Dec-2022, (0.04)
14-Dec-2022, (0.03)
15-Dec-2022, (0.08)
16-Dec-2022, (0.10)
19-Dec-2022, (0.06)
20-Dec-2022, (0.06)
21-Dec-2022, (0.04)
22-Dec-2022, (0.07)
23-Dec-2022, 0.02 
26-Dec-2022, 0.02 
27-Dec-2022, 0.05 
28-Dec-2022, 0.01 
29-Dec-2022, 0.02 
30-Dec-2022, 0.02 
02-Jan-2023, (0.00)
03-Jan-2023, 0.01 
04-Jan-2023, 0.18 
05-Jan-2023, 0.23 
06-Jan-2023, 0.22 
09-Jan-2023, 0.28 
10-Jan-2023, 0.36 
11-Jan-2023, 0.35 
12-Jan-2023, 0.39 
13-Jan-2023, 0.45 
16-Jan-2023, 0.46 
17-Jan-2023, 0.46 
18-Jan-2023, 0.45 
19-Jan-2023, 0.37 
20-Jan-2023, 0.45 
23-Jan-2023, 0.51 
24-Jan-2023, 0.48 
25-Jan-2023, 0.47 
26-Jan-2023, 0.55 
27-Jan-2023, 0.58 
30-Jan-2023, 0.52 
31-Jan-2023, 0.50 
01-Feb-2023, 0.55 
02-Feb-2023, 0.65 
03-Feb-2023, 0.72 
06-Feb-2023, 0.65 
07-Feb-2023, 0.67 
08-Feb-2023, 0.68 
09-Feb-2023, 0.70 
10-Feb-2023, 0.59 
13-Feb-2023, 0.62 
14-Feb-2023, 0.73 
15-Feb-2023, 0.70 
16-Feb-2023, 0.71 
17-Feb-2023, 0.65 
20-Feb-2023, 0.64 
21-Feb-2023, 0.56 
22-Feb-2023, 0.51 
23-Feb-2023, 0.54 
24-Feb-2023, 0.55 
27-Feb-2023, 0.59 
28-Feb-2023, 0.61 
01-Mar-2023, 0.69 
02-Mar-2023, 0.69 
03-Mar-2023, 0.75 
06-Mar-2023, 0.76 
07-Mar-2023, 0.70 
08-Mar-2023, 0.71 
09-Mar-2023, 0.53 
10-Mar-2023, 0.11 
13-Mar-2023, (0.30)
14-Mar-2023, (0.12)
15-Mar-2023, (0.62)
16-Mar-2023, (0.41)
17-Mar-2023, (0.60)
20-Mar-2023, (0.53)
21-Mar-2023, (0.18)
22-Mar-2023, (0.16)
23-Mar-2023, (0.28)
24-Mar-2023, (0.42)
27-Mar-2023, (0.23)
28-Mar-2023, (0.17)
29-Mar-2023, (0.04)
30-Mar-2023, 0.03 
31-Mar-2023, 0.07 
03-Apr-2023, 0.04 
04-Apr-2023, (0.07)
05-Apr-2023, (0.23)
06-Apr-2023, (0.25)
07-Apr-2023, (0.26)
10-Apr-2023, (0.18)
11-Apr-2023, (0.11)
12-Apr-2023, (0.11)
13-Apr-2023, (0.04)
14-Apr-2023, 0.07 
17-Apr-2023, 0.16 
18-Apr-2023, 0.17 
19-Apr-2023, 0.20 
20-Apr-2023, 0.05 
21-Apr-2023, 0.06 
24-Apr-2023, 0.02 
25-Apr-2023, (0.19)
26-Apr-2023, (0.18)
27-Apr-2023, (0.10)
28-Apr-2023, (0.11)
01-May-2023, (0.04)
02-May-2023, (0.22)
03-May-2023, (0.27)
04-May-2023, (0.39)
05-May-2023, (0.20)
08-May-2023, (0.13)
09-May-2023, (0.16)
10-May-2023, (0.21)
11-May-2023, (0.26)
12-May-2023, (0.23)
15-May-2023, (0.12)
16-May-2023, (0.11)
17-May-2023, (0.01)
18-May-2023, 0.08 
19-May-2023, 0.13 
22-May-2023, 0.20 
23-May-2023, 0.19 
24-May-2023, 0.04 
25-May-2023, 0.12 
26-May-2023, 0.17 
29-May-2023, 0.16 
30-May-2023, 0.14 
31-May-2023, (0.05)
01-Jun-2023, 0.07 
02-Jun-2023, 0.37 
05-Jun-2023, 0.35 
06-Jun-2023, 0.37 
07-Jun-2023, 0.49 
08-Jun-2023, 0.44 
09-Jun-2023, 0.50 
12-Jun-2023, 0.52 
13-Jun-2023, 0.67 
14-Jun-2023, 0.69 
15-Jun-2023, 0.70 
16-Jun-2023, 0.82 
19-Jun-2023, 0.80 
20-Jun-2023, 0.70 
21-Jun-2023, 0.67 
22-Jun-2023, 0.64 
23-Jun-2023, 0.49 
26-Jun-2023, 0.43 
27-Jun-2023, 0.53 
28-Jun-2023, 0.50 
29-Jun-2023, 0.59 
30-Jun-2023, 0.59 
03-Jul-2023, 0.67 
04-Jul-2023, 0.67 
05-Jul-2023, 0.63 
06-Jul-2023, 0.53 
07-Jul-2023, 0.58 
10-Jul-2023, 0.55 
11-Jul-2023, 0.56 
12-Jul-2023, 0.57 
13-Jul-2023, 0.62 
14-Jul-2023, 0.65 
17-Jul-2023, 0.63 
18-Jul-2023, 0.64 
19-Jul-2023, 0.60 
20-Jul-2023, 0.63 
21-Jul-2023, 0.62 
24-Jul-2023, 0.65 
25-Jul-2023, 0.68 
26-Jul-2023, 0.64 
27-Jul-2023, 0.72 
28-Jul-2023, 0.71 
31-Jul-2023, 0.72 
01-Aug-2023, 0.74 
02-Aug-2023, 0.54 
03-Aug-2023, 0.55 
04-Aug-2023, 0.47 
07-Aug-2023, 0.53 
08-Aug-2023, 0.43 
09-Aug-2023, 0.50 
10-Aug-2023, 0.62 
11-Aug-2023, 0.68 
14-Aug-2023, 0.68 
15-Aug-2023, 0.63 
16-Aug-2023, 0.62 
17-Aug-2023, 0.55 
18-Aug-2023, 0.49 
21-Aug-2023, 0.61 
22-Aug-2023, 0.61 
23-Aug-2023, 0.54 
24-Aug-2023, 0.58 
25-Aug-2023, 0.59 
28-Aug-2023, 0.61 
29-Aug-2023, 0.57 
30-Aug-2023, 0.61 
31-Aug-2023, 0.59 
01-Sep-2023, 0.70 
04-Sep-2023, 0.71 
05-Sep-2023, 0.73 
06-Sep-2023, 0.68 
07-Sep-2023, 0.57 
08-Sep-2023, 0.54 
11-Sep-2023, 0.57 
12-Sep-2023, 0.58 
13-Sep-2023, 0.57 
14-Sep-2023, 0.64 
15-Sep-2023, 0.72 
18-Sep-2023, 0.69 
19-Sep-2023, 0.72 
20-Sep-2023, 0.71 
21-Sep-2023, 0.65 
22-Sep-2023, 0.55 
25-Sep-2023, 0.60 
26-Sep-2023, 0.46 
27-Sep-2023, 0.51 
28-Sep-2023, 0.56 
29-Sep-2023, 0.57 
02-Oct-2023, 0.59 
03-Oct-2023, 0.49 
04-Oct-2023, 0.38 
05-Oct-2023, 0.35 
06-Oct-2023, 0.39 
09-Oct-2023, 0.17 
10-Oct-2023, 0.31 
11-Oct-2023, 0.29 
12-Oct-2023, 0.33 
13-Oct-2023, 0.05 
16-Oct-2023, 0.22 
17-Oct-2023, 0.24 
18-Oct-2023, 0.14 
19-Oct-2023, 0.00 
20-Oct-2023, (0.16)
23-Oct-2023, (0.11)
24-Oct-2023, (0.06)
25-Oct-2023, (0.03)
26-Oct-2023, (0.05)
27-Oct-2023, (0.00)
30-Oct-2023, 0.09 
31-Oct-2023, 0.17 
01-Nov-2023, 0.15 
02-Nov-2023, 0.31 
03-Nov-2023, 0.39 
06-Nov-2023, 0.45 
07-Nov-2023, 0.37 
08-Nov-2023, 0.29 
09-Nov-2023, 0.34 
10-Nov-2023, 0.33 
13-Nov-2023, 0.35 
14-Nov-2023, 0.37 
15-Nov-2023, 0.50 
16-Nov-2023, 0.40 
17-Nov-2023, 0.54 
20-Nov-2023, 0.64 
21-Nov-2023, 0.56 
22-Nov-2023, 0.57 
23-Nov-2023, 0.57 
24-Nov-2023, 0.60 
27-Nov-2023, 0.48 
28-Nov-2023, 0.43 
29-Nov-2023, 0.44 
30-Nov-2023, 0.46 
01-Dec-2023, 0.49 
04-Dec-2023, 0.53 
05-Dec-2023, 0.45 
06-Dec-2023, 0.46 
07-Dec-2023, 0.46 
08-Dec-2023, 0.54 
11-Dec-2023, 0.51 
12-Dec-2023, 0.46 
13-Dec-2023, 0.36 
14-Dec-2023, 0.48 
15-Dec-2023, 0.45 
18-Dec-2023, 0.50 
19-Dec-2023, 0.54 
20-Dec-2023, 0.47 
21-Dec-2023, 0.42 
22-Dec-2023, 0.47 
25-Dec-2023, 0.48 
26-Dec-2023, 0.50 
27-Dec-2023, 0.37 
28-Dec-2023, 0.38 
29-Dec-2023, 0.40 
01-Jan-2024, 0.39 
02-Jan-2024, 0.39 
03-Jan-2024, 0.23 
04-Jan-2024, 0.28 
05-Jan-2024, 0.34 
08-Jan-2024, 0.30 
09-Jan-2024, 0.33 
10-Jan-2024, 0.37 
11-Jan-2024, 0.35 
12-Jan-2024, 0.27 
15-Jan-2024, 0.29 
16-Jan-2024, 0.27 
17-Jan-2024, 0.28 
18-Jan-2024, 0.43 
19-Jan-2024, 0.51 
22-Jan-2024, 0.51 
23-Jan-2024, 0.60 
24-Jan-2024, 0.62 
25-Jan-2024, 0.58 
26-Jan-2024, 0.61 
29-Jan-2024, 0.56 
30-Jan-2024, 0.53 
31-Jan-2024, 0.32 
01-Feb-2024, 0.21 
02-Feb-2024, 0.37 
05-Feb-2024, 0.46 
06-Feb-2024, 0.45 
07-Feb-2024, 0.47 
08-Feb-2024, 0.54 
09-Feb-2024, 0.55 
12-Feb-2024, 0.60 
13-Feb-2024, 0.58 
14-Feb-2024, 0.67 
15-Feb-2024, 0.74 
16-Feb-2024, 0.83 
19-Feb-2024, 0.82 
20-Feb-2024, 0.75 
21-Feb-2024, 0.75 
22-Feb-2024, 0.80 
23-Feb-2024, 0.76 
26-Feb-2024, 0.76 
27-Feb-2024, 0.77 
28-Feb-2024, 0.74 
29-Feb-2024, 0.68 
01-Mar-2024, 0.65 
04-Mar-2024, 0.70 
05-Mar-2024, 0.58 
06-Mar-2024, 0.60 
07-Mar-2024, 0.62 
08-Mar-2024, 0.62 
11-Mar-2024, 0.58 
12-Mar-2024, 0.71 
13-Mar-2024, 0.80 
14-Mar-2024, 0.82 
15-Mar-2024, 0.83 
18-Mar-2024, 0.85 
19-Mar-2024, 0.82 
20-Mar-2024, 0.83 
21-Mar-2024, 0.79 
22-Mar-2024, 0.64 
25-Mar-2024, 0.69 
26-Mar-2024, 0.67 
27-Mar-2024, 0.61 
28-Mar-2024, 0.59 
29-Mar-2024, 0.59 
01-Apr-2024, 0.63 
02-Apr-2024, 0.67 
03-Apr-2024, 0.67 
04-Apr-2024, 0.59 
05-Apr-2024, 0.59 
08-Apr-2024, 0.70 
09-Apr-2024, 0.63 
10-Apr-2024, 0.71 
11-Apr-2024, 0.74 
12-Apr-2024, 0.46 
15-Apr-2024, 0.50 
16-Apr-2024, 0.44 
17-Apr-2024, 0.41 
18-Apr-2024, 0.48 
19-Apr-2024, 0.41 
22-Apr-2024, 0.57 
23-Apr-2024, 0.67 
24-Apr-2024, 0.73 
