Date,FEZ US Equity  (R1),SPX Index  (L1)
7/15/2024,51.65,5631.22
7/16/2024,51.62,5667.2
7/17/2024,50.93,5588.27
7/18/2024,50.54,5544.59
7/19/2024,50.06,5505
7/22/2024,51.05,5564.41
7/23/2024,50.71,5555.74
7/24/2024,49.94,5427.13
7/25/2024,49.73,5399.22
7/26/2024,50.45,5459.1
7/29/2024,49.79,5463.54
7/30/2024,49.93,5436.44
7/31/2024,50.31,5522.3
8/1/2024,48.93,5446.68
8/2/2024,48.45,5346.56
8/5/2024,47.72,5186.33
8/6/2024,47.74,5240.03
8/7/2024,47.98,5199.5
8/8/2024,48.76,5319.31
8/9/2024,48.85,5344.16
8/12/2024,48.67,5344.39
8/13/2024,49.46,5434.43
8/14/2024,49.81,5455.21
8/15/2024,50.6,5543.22
8/16/2024,51,5554.25
8/19/2024,51.67,5608.25
8/20/2024,51.66,5597.12
8/21/2024,52.17,5620.85
8/22/2024,51.69,5570.64
8/23/2024,52.54,5634.61
8/26/2024,52.29,5616.84
8/27/2024,52.44,5625.8
8/28/2024,52.25,5592.18
8/29/2024,52.39,5591.96
8/30/2024,52.53,5648.4
9/3/2024,51.59,5528.93
9/4/2024,51.36,5520.07
9/5/2024,51.11,5503.41
9/6/2024,50.16,5408.42
9/9/2024,50.57,5471.05
9/10/2024,50.22,5495.52
9/11/2024,50.76,5554.13
9/12/2024,51.12,5595.76
9/13/2024,51.36,5626.02
9/16/2024,51.65,5633.09
9/17/2024,51.62,5634.58
9/18/2024,51.49,5618.26
9/19/2024,52.72,5713.64
9/20/2024,52.04,5702.55
9/23/2024,51.94,5718.57
9/24/2024,52.71,5732.93
9/25/2024,52.22,5722.26
9/26/2024,53.81,5745.37
9/27/2024,53.81,5738.17
9/30/2024,53.24,5762.48
10/1/2024,52.41,5708.75
10/2/2024,52.29,5709.54
10/3/2024,51.74,5699.94
10/4/2024,52.12,5751.07
10/7/2024,51.9,5695.94
10/8/2024,51.91,5751.13
10/9/2024,52.12,5792.04
10/10/2024,51.99,5780.05
10/11/2024,52.32,5815.03
10/14/2024,52.63,5859.85
10/15/2024,51.26,5815.26
10/16/2024,50.99,5842.47
10/17/2024,51.06,5841.47
10/18/2024,51.75,5864.67
10/21/2024,51.09,5853.98
10/22/2024,50.9,5851.2
10/23/2024,50.58,5797.42
10/24/2024,50.98,5809.86
10/25/2024,50.78,5808.12
10/28/2024,51.3,5823.52
10/29/2024,51.1,5832.92
10/30/2024,50.61,5813.67
10/31/2024,50.25,5705.45
11/1/2024,50.43,5728.8
11/4/2024,50.34,5712.69
11/5/2024,50.8,5782.76
11/6/2024,49.38,5929.04
11/7/2024,50.28,5973.1
11/8/2024,49.36,5995.54
11/11/2024,49.18,6001.35
11/12/2024,48.16,5983.99
11/13/2024,47.91,5985.38
11/14/2024,48.32,5949.17
11/15/2024,48.18,5870.62
11/18/2024,48.34,5893.62
11/19/2024,48.05,5916.98
11/20/2024,47.82,5917.11
11/21/2024,47.72,5948.71
11/22/2024,47.7,5969.34
11/25/2024,47.95,5987.37
11/26/2024,47.63,6021.63
11/27/2024,47.85,5998.74
11/29/2024,48.57,6032.38
12/2/2024,48.71,6047.15
12/3/2024,49.04,6049.88
12/4/2024,49.39,6086.49
12/5/2024,50.02,6075.11
12/6/2024,50.19,6090.27
12/9/2024,50.17,6052.85
12/10/2024,49.73,6034.91
12/11/2024,49.89,6084.19
12/12/2024,49.58,6051.25
12/13/2024,49.89,6051.09
12/16/2024,49.63,6074.08
12/17/2024,49.64,6050.61
12/18/2024,48.38,5872.16
12/19/2024,48.26,5867.08
12/20/2024,48.28,5930.85
12/23/2024,48.4,5974.07
12/24/2024,48.57,6040.04
12/26/2024,48.78,6037.59
12/27/2024,48.58,5970.84
12/30/2024,48.18,5906.94
12/31/2024,48.15,5881.63
1/2/2025,47.66,5868.55
1/3/2025,47.94,5942.47
1/6/2025,49.17,5975.38
1/7/2025,49.32,5909.03
1/8/2025,49.1,5918.25
1/10/2025,48.69,5827.04
1/13/2025,48.5,5836.22
1/14/2025,48.96,5842.91
1/15/2025,49.46,5949.91
1/16/2025,50.22,5937.34
1/17/2025,50.43,5996.66
1/21/2025,51.56,6049.24
1/22/2025,51.67,6086.37
1/23/2025,52.07,6118.71
1/24/2025,52.16,6101.24
1/27/2025,52.24,6012.28
1/28/2025,51.92,6067.7
1/29/2025,52.04,6039.31
1/30/2025,52.59,6071.17
1/31/2025,52.12,6040.53
2/3/2025,51.16,5994.57
2/4/2025,52.26,6037.88
2/5/2025,52.57,6061.48
2/6/2025,53.01,6083.57
2/7/2025,52.45,6025.99
2/10/2025,52.91,6066.44
2/11/2025,53.46,6068.5
2/12/2025,54.14,6051.97
2/13/2025,54.66,6115.07
2/14/2025,55.03,6114.63
2/18/2025,55.33,6129.58
2/19/2025,54.43,6144.15
2/20/2025,54.685,6093.22
